wohnflaeche;grundstueckflaeche;anz_zimmer;kategorie;keller;baujahr;energieeffizienz;zustand;kontextWert;price1;price2;priceDelta
6.72;315.0;2.0;0;1;0;0;0;0;170000;195000;-25000
0.0;-2489.0;0.0;0;0;0;0;0;0;170000;170000;0
-14.0;11335.0;0.0;0;-1;-13;0;0;-100;170000;149000;21000
3.0;10508.0;4.0;0;0;-12;-1;3;-50;170000;225000;-55000
0.07;0.07;0.0;0;0;0;0;0;0;170000;170000;0
-14.21;-143.93;0.0;0;1;3;0;0;0;170000;247000;-77000
6.79;315.07;2.0;0;1;0;0;0;0;170000;195000;-25000
0.0;2489.0;0.0;0;0;0;0;0;0;170000;170000;0
-14.0;13824.0;0.0;0;-1;-13;0;0;-100;170000;149000;21000
3.0;12997.0;4.0;0;0;-12;-1;3;-50;170000;225000;-55000
8.0;-112.0;2.0;0;-1;16;0;0;-50;171000;136000;35000
0.0;-62.0;3.0;1;1;-6;0;2;100;171000;380000;-209000
0.0;-62.0;3.0;1;1;-6;0;2;100;171000;425000;-254000
-6.45;-846.0;-1.0;0;2;0;-1;2;0;172000;198000;-26000
-6.74;-846.29;-1.0;0;2;0;-1;2;0;172000;198000;-26000
-4.28;248.0;2.0;1;0;-5;0;2;150;172000;219000;-47000
1.9;981.0;-1.0;0;-2;-135;1;0;0;172500;174000;-1500
-12.1;752.0;-1.0;0;-2;-83;1;0;0;172500;136000;36500
-7.91;-42597.0;-7.0;0;0;28;1;0;-100;172500;299000;-126500
-14.0;-229.0;0.0;0;0;52;0;0;0;174000;136000;38000
4.0;-3.0;2.0;0;0;-8;-7;2;-150;174000;289000;-115000
-3.58;73.0;1.0;0;0;37;0;0;-200;174000;275000;-101000
-27.0;-123.0;-1.0;0;-2;-188;0;0;50;174000;89000;85000
-10.0;289.0;1.0;0;0;-170;0;0;-350;174000;70000;104000
-45.0;135.0;-3.0;1;0;-60;0;0;-50;174000;45000;129000
0.0;0.0;0.0;0;0;0;0;0;0;174000;149000;25000
4.0;84.0;-2.0;0;0;13;-4;0;0;174000;265000;-91000
-7.0;618.0;0.0;0;0;-6;0;0;0;174000;149000;25000
0.0;-40.0;-1.0;0;0;0;0;0;-550;174900;159000;15900
6.0;94.0;-1.0;0;-1;-43;-1;0;-250;174900;185000;-10100
-6.35;677.0;-1.0;0;-1;-13;0;0;-250;174900;120000;54900
-2.0;-117.0;3.0;0;0;-10;-2;0;50;175000;329000;-154000
1.58;-71.0;2.0;0;0;-8;-2;0;-150;175000;399000;-224000
16.97;-133.03;2.0;0;0;7;0;0;-50;175000;196000;-21000
0.0;104.0;0.0;0;1;1;0;0;-50;175000;225000;-50000
-1.0;-74.0;0.0;0;1;-4;1;0;0;175000;199800;-24800
0.0;27.0;0.0;0;1;5;2;0;50;175000;279000;-104000
-10.0;177.0;1.0;1;-1;-3;0;0;50;175000;148000;27000
-1.0;282.0;1.0;0;-1;13;0;0;150;175000;225000;-50000
8.0;-154.0;0.0;0;-1;30;-1;0;-50;175000;279000;-104000
2.0;156.0;-1.0;0;-2;-12;0;0;-50;175000;258000;-83000
3.0;334.0;0.0;0;-2;3;0;0;150;175000;136000;39000
-3.0;-258.0;1.0;0;-1;4;0;0;-200;175000;104000;71000
11.5;161.97;1.0;1;0;-1;-1;0;-100;175000;196000;-21000
-5.47;295.0;-1.0;1;0;-8;-1;0;-50;175000;175000;0
-0.47;-222.0;0.0;1;1;8;0;-2;-50;175000;159000;16000
-2.44;43.0;0.0;1;0;-10;2;0;0;175000;269900;-94900
0.0;-174.0;1.0;0;0;-5;2;0;-50;175000;229000;-54000
-7.0;94.0;-1.0;1;2;5;0;0;-50;175000;219000;-44000
-2.0;-44.0;0.0;0;0;-4;-1;0;0;177000;99000;78000
-3.58;-27.0;0.0;0;0;-3;1;0;100;177000;275000;-98000
2.24;204.0;0.0;0;0;3;1;0;-200;177000;230000;-53000
0.2;0.2;0.0;0;0;0;0;0;0;178000;198000;-20000
-8.8;52.2;-1.0;1;-2;-3;0;0;0;178000;245000;-67000
-8.8;52.2;-1.0;1;-2;-3;0;0;0;178000;245000;-67000
18.0;-225.0;0.0;0;-1;0;-6;0;-50;179000;159000;20000
3.0;25.0;-2.0;0;-1;-16;-2;2;0;179000;230000;-51000
5.0;449.0;-1.0;0;-1;-11;0;0;100;179000;259000;-80000
1.0;47.0;2.0;0;1;6;0;-2;0;179000;329000;-150000
2.0;-31.0;1.0;1;1;-10;-1;0;-100;179000;333000;-154000
22.0;-27.0;3.0;1;1;-3;0;0;0;179000;299000;-120000
18.0;-88.0;6.0;0;0;0;1;-3;-100;179000;89000;90000
-11.0;-78.0;6.0;1;0;-7;1;0;-300;179000;129000;50000
12.0;298.0;8.0;0;1;18;0;0;-200;179000;129999;49001
0.0;609.0;2.0;1;0;-2;0;-3;0;179000;79500;99500
0.0;609.0;2.0;1;0;-2;0;-3;0;179000;79500;99500
-20.0;259.0;-1.0;0;2;-2;1;-3;100;179000;160000;19000
5.43;-161.0;1.0;0;0;-1;0;0;-100;179000;189000;-10000
5.43;-161.0;1.0;0;0;-1;0;0;-100;179000;189000;-10000
-1.07;-20.0;0.0;0;0;-4;0;0;300;179000;120000;59000
5.89;-40.0;2.0;0;1;1;0;2;0;179000;229900;-50900
-0.81;-47.0;-1.0;0;0;0;2;0;-200;179000;250000;-71000
-7.0;0.0;0.0;0;0;-1;3;0;-200;179000;195000;-16000
0.0;0.0;0.0;0;0;0;0;0;0;179900;179900;0
-12.0;-35.0;1.0;0;0;-6;0;0;50;179900;269000;-89100
0.88;-190.0;3.0;0;1;-3;-1;2;0;179900;159500;20400
0.0;0.0;0.0;0;0;0;0;0;0;179900;179900;0
-12.0;-35.0;1.0;0;0;-6;0;0;50;179900;269000;-89100
0.88;-190.0;3.0;0;1;-3;-1;2;0;179900;159500;20400
7.0;-141.0;0.0;0;2;-6;2;0;-50;180000;395000;-215000
-8.0;-61.0;0.0;0;2;16;1;0;-50;180000;498000;-318000
16.0;41.0;1.5;0;2;-3;0;0;-100;180000;439000;-259000
-17.5;380.0;0.0;0;0;-4;-2;0;-100;180000;347000;-167000
-16.5;-128.0;-2.0;0;0;-24;0;-2;0;180000;185000;-5000
-10.53;121.97;-1.0;0;0;10;0;0;-350;180000;196000;-16000
-0.01;-0.01;0.0;0;0;0;0;0;0;180000;149000;31000
0.11;0.11;0.0;0;0;0;0;0;0;180000;180000;0
-6.72;53.28;5.0;0;0;9;0;0;50;180000;699000;-519000
0.0;437.0;1.0;0;-1;-13;0;0;-100;180000;369000;-189000
-17.0;-493.0;1.0;0;0;-16;0;0;50;180000;229000;-49000
-17.0;-493.0;1.0;0;0;-16;0;0;50;180000;229000;-49000
4.82;115.0;1.0;0;1;-2;0;0;100;180000;165000;15000
4.82;397.0;0.0;1;-1;1;1;0;50;180000;199000;-19000
4.82;397.0;0.0;1;-1;1;1;0;50;180000;249000;-69000
5.46;157.0;-3.0;0;1;0;2;-2;-50;180000;127000;53000
-34.54;111.0;0.0;1;0;0;1;0;-50;180000;249500;-69500
10.46;179.0;-1.0;0;2;0;1;0;-250;180000;99000;81000
-22.5;-8.0;-3.0;0;2;0;-1;0;50;180000;310000;-130000
7.5;-139.0;0.0;1;0;-30;1;0;-100;180000;199000;-19000
-2.5;-938.0;1.0;1;2;0;-1;-2;0;180000;229890;-49890
-0.11;-0.11;0.0;0;0;0;0;0;0;180000;180000;0
-0.12;-0.12;0.0;0;0;0;0;0;0;180000;149000;31000
-6.83;53.17;5.0;0;0;9;0;0;50;180000;699000;-519000
-1.0;17.0;0.0;0;0;12;0;2;50;180000;289000;-109000
-1.0;17.0;0.0;0;0;12;0;2;50;180000;290000;-110000
-1.0;17.0;0.0;0;0;12;0;2;50;180000;289000;-109000
-0.72;68.0;-1.0;0;0;14;-1;0;-100;182000;299000;-117000
-0.56;10.0;0.0;1;1;27;-1;0;-50;182000;139000;43000
14.44;116.0;-1.0;1;1;0;-1;0;100;182000;249000;-67000
4.0;149.0;0.0;0;0;1;0;0;50;182000;199800;-17800
-10.0;33.0;0.0;0;0;1;-1;0;50;182000;259000;-77000
-5.0;-178.0;0.0;0;-1;6;1;0;0;182000;269000;-87000
0.0;-134.0;-3.0;0;1;0;-1;0;-50;185000;239000;-54000
3.0;39.0;-1.0;0;-1;3;-2;0;-150;185000;299000;-114000
6.0;-758.0;-1.0;0;-1;-3;0;0;0;185000;340000;-155000
-0.59;56.0;0.0;0;-1;-8;-2;0;0;185000;235000;-50000
2.41;-283.0;1.0;0;-1;-1;1;0;0;185000;210000;-25000
14.41;142.0;2.0;0;-1;-9;0;0;0;185000;249900;-64900
-8.0;-30.0;0.0;0;0;-2;0;0;100;185000;210000;-25000
0.0;-106.0;0.0;0;0;-7;0;-2;100;185000;139000;46000
-7.0;-39.0;-1.0;0;1;-22;-3;0;0;185000;219000;-34000
0.82;314.0;3.0;1;0;-15;0;0;-50;185000;438000;-253000
2.0;175.0;4.0;0;1;-28;-1;0;-100;185000;379000;-194000
14.0;-70.0;2.0;1;0;6;3;0;-250;185000;235000;-50000
10.0;-93.0;1.0;0;2;3;1;1;-100;185000;289000;-104000
16.5;128.0;2.0;0;0;24;0;2;0;185000;180000;5000
-31.0;-178.0;0.0;0;0;-15;1;0;-100;185000;145000;40000
4.0;9.0;4.0;0;2;-3;0;0;-250;185000;498000;-313000
-17.2;-8.2;0.0;0;0;-15;1;2;0;185000;549000;-364000
0.0;-210.0;4.0;0;0;-8;2;2;50;185000;350000;-165000
-2.0;210.0;1.0;0;0;10;-1;0;-50;185000;225000;-40000
11.0;101.0;1.0;1;1;-14;0;0;-50;185000;195000;-10000
12.81;-100.19;3.0;0;2;-2;0;0;150;185000;99000;86000
0.0;0.0;0.0;0;0;0;0;0;0;185000;185000;0
-2.12;-338.0;1.0;0;1;4;0;0;-50;185000;159500;25500
-5.0;13.0;-1.0;0;0;25;0;0;50;185000;199000;-14000
0.0;0.0;0.0;0;0;0;0;0;0;185000;185000;0
-2.12;-338.0;1.0;0;1;4;0;0;-50;185000;159500;25500
-5.0;13.0;-1.0;0;0;25;0;0;50;185000;199000;-14000
0.0;0.0;0.0;0;0;0;0;0;0;185000;199900;-14900
0.0;0.0;0.0;0;0;0;0;0;0;185000;230000;-45000
-4.24;16.0;0.0;0;0;6;0;0;-50;185000;158000;27000
-3.16;1796.0;2.0;0;0;1;-1;2;0;189000;465000;-276000
2.5;2687.0;0.0;1;1;-2;1;0;150;189000;299000;-110000
6.8;1146.0;4.0;0;0;14;2;0;0;189000;395000;-206000
-5.59;-40.0;-1.0;0;0;-7;-5;0;50;189000;349000;-160000
9.0;-5.0;-1.0;0;0;-80;-1;0;-50;189000;649000;-460000
26.4;10.0;0.0;1;-1;3;-7;0;50;189000;525000;-336000
-8.0;-192.0;0.0;1;-1;-12;-1;-1;-50;189000;419000;-230000
-15.0;-10.0;0.0;0;-1;-30;1;-1;0;189000;299000;-110000
-15.0;-10.0;0.0;0;-1;-30;1;-1;0;189000;299000;-110000
5.0;-155.0;0.0;0;0;-1;-3;0;-50;189000;398000;-209000
15.64;-72.0;0.0;0;0;12;-1;0;50;189000;218000;-29000
-6.0;-192.0;0.0;0;0;17;-3;0;-50;189000;309900;-120900
-19.7;-101.0;-1.0;0;0;-11;0;0;0;189000;379000;-190000
-19.7;-101.0;-1.0;0;0;-11;0;0;0;189000;399000;-210000
9.0;-280.0;1.0;1;0;-9;0;0;50;189000;310000;-121000
0.0;0.0;0.0;0;0;0;0;0;0;189000;189000;0
-31.0;130.0;-2.0;1;0;1;0;0;0;189000;260000;-71000
-13.0;531.0;0.0;1;0;-5;0;0;0;189000;229000;-40000
0.0;0.0;0.0;0;0;0;0;0;0;189000;189000;0
-5.43;161.0;-1.0;0;0;1;0;0;100;189000;179000;10000
-34.0;94.0;-2.0;0;0;-14;0;0;0;189000;180000;9000
0.0;0.0;0.0;0;0;0;0;0;0;189000;189000;0
-31.0;130.0;-2.0;1;0;1;0;0;0;189000;260000;-71000
-13.0;531.0;0.0;1;0;-5;0;0;0;189000;229000;-40000
-2.0;-35.0;1.0;0;0;-7;0;2;0;189000;248000;-59000
3.39;-222.26;3.0;0;0;-1;0;2;50;189000;288000;-99000
3.65;-222.0;3.0;0;0;-1;0;2;50;189000;288000;-99000
5.0;83.0;0.0;0;0;4;0;2;0;189000;249000;-60000
-0.76;-372.0;0.0;0;-2;15;0;0;0;189000;199900;-10900
-0.76;-372.0;0.0;0;-2;15;0;0;0;189000;185000;4000
0.0;0.0;0.0;0;0;0;0;0;0;189000;189000;0
-5.43;161.0;-1.0;0;0;1;0;0;100;189000;179000;10000
-34.0;94.0;-2.0;0;0;-14;0;0;0;189000;180000;9000
0.0;0.0;0.0;0;0;0;0;0;0;189000;219000;-30000
7.0;-94.0;1.0;1;-2;-5;0;0;50;189000;175000;14000
4.56;-51.0;1.0;0;-2;-15;2;0;50;189000;269900;-80900
-6.0;-129.0;1.0;0;0;4;0;2;0;189950;349900;-159950
-23.0;222.0;0.0;1;0;-3;0;0;0;189950;259000;-69050
-7.0;120.0;0.0;1;0;4;0;0;200;189950;285000;-95050
-0.04;-186.0;6.0;0;0;-79;0;0;-50;190000;279000;-89000
-5.04;152.0;4.0;0;2;10;0;-2;-50;190000;249000;-59000
-4.04;61.0;4.0;0;1;-68;-1;0;50;190000;239000;-49000
0.0;5.0;1.0;1;1;-5;0;0;50;190000;290000;-100000
5.0;-305.0;0.0;0;0;0;0;0;0;190000;339000;-149000
0.62;-28.0;1.0;1;2;-8;0;0;50;190000;478000;-288000
-4.1;150.0;0.0;0;0;12;-4;0;0;190000;460000;-270000
-21.36;24.0;-2.0;0;0;-5;1;0;0;190000;329500;-139500
-13.91;-8.0;1.0;1;0;-7;0;0;100;190000;369000;-179000
-0.04;-0.04;0.0;0;0;0;0;0;0;190000;190000;0
-1.0;16.0;2.0;0;2;9;1;0;-50;190000;220000;-30000
-10.62;-147.0;-1.0;0;2;-4;-1;0;0;190000;140000;50000
0.0;0.0;0.0;0;0;0;0;0;0;190000;209000;-19000
-5.0;-45.0;-2.0;0;-1;-2;0;0;0;190000;319000;-129000
-5.0;-45.0;-2.0;0;-1;-2;0;0;0;190000;319000;-129000
0.04;0.04;0.0;0;0;0;0;0;0;190000;190000;0
-0.96;16.04;2.0;0;2;9;1;0;-50;190000;220000;-30000
-10.58;-146.96;-1.0;0;2;-4;-1;0;0;190000;140000;50000
-18.0;20.0;-1.0;0;-2;15;1;0;0;194500;350000;-155500
8.56;70.0;-2.0;0;-2;-77;2;0;-50;194500;229000;-34500
19.0;101.0;-3.0;0;-2;-84;1;0;50;194500;215000;-20500
-10.0;55.0;1.0;0;1;10;1;0;-50;195000;169000;26000
-5.0;-99.0;-1.0;0;0;9;1;0;-100;195000;247000;-52000
-10.0;102.0;1.0;0;0;2;1;0;-150;195000;169000;26000
6.19;-47.0;-1.0;0;0;1;-1;0;0;195000;250000;-55000
10.0;-81.0;1.0;0;-1;-4;0;0;0;195000;158000;37000
0.0;13.0;0.0;0;0;-8;-1;0;-100;195000;249900;-54900
0.0;7001.0;0.0;0;-2;-42;0;0;50;195000;145000;50000
-0.34;7465.0;1.0;0;-2;-4;-2;1;-50;195000;239000;-44000
-0.09;-1336.09;0.0;0;0;51;-1;0;50;195000;198000;-3000
-7.0;94.0;0.0;0;-1;3;0;0;100;195000;215000;-20000
-17.44;63.0;1.0;0;-1;10;1;0;0;195000;229000;-34000
-2.0;-326.0;-1.0;0;0;10;0;0;100;195000;235000;-40000
-5.76;289.0;0.0;0;-1;-2;0;0;50;195000;199900;-4900
-5.76;289.0;0.0;0;-1;-2;0;0;50;195000;230000;-35000
-5.76;289.0;0.0;0;-1;-2;0;0;50;195000;185000;10000
-6.3;-135.0;-1.0;0;0;-10;1;0;0;195000;295000;-100000
-19.0;-11.0;-1.0;0;0;1;1;0;-50;195000;289000;-94000
1.0;95.0;-1.0;0;-1;-5;1;-1;0;195000;175000;20000
3.21;92.93;-1.0;0;-1;-6;0;0;-150;195000;170000;25000
3.28;93.0;-1.0;0;-1;-6;0;0;-150;195000;170000;25000
-11.0;-51.0;-1.0;0;0;-3;0;0;-150;195000;247000;-52000
3.01;56.0;-4.0;1;0;-66;0;0;50;195000;249000;-54000
-9.81;24.0;-4.0;1;1;-17;1;0;-150;195000;267000;-72000
-11.02;62.84;-3.0;1;2;-5;1;2;-100;195000;360000;-165000
-16.97;133.03;-2.0;0;0;-7;0;0;50;196000;175000;21000
-6.97;-65.97;1.0;0;1;1;0;0;-250;196000;245000;-49000
-6.97;-65.97;1.0;0;1;1;0;0;-250;196000;245000;-49000
-6.0;19.0;-4.0;0;1;10;-1;2;0;196000;387000;-191000
8.36;18.79;-1.0;0;2;7;0;2;-50;196000;235000;-39000
8.57;19.0;-1.0;0;2;7;0;2;-50;196000;249000;-53000
0.0;0.0;0.0;0;0;0;0;0;0;196000;206000;-10000
11.0;172.0;1.0;0;1;-6;1;0;50;196000;299000;-103000
-1.0;288.0;-1.0;0;-1;-13;-4;0;-50;196000;379000;-183000
-5.0;215.0;-1.0;0;0;-25;2;0;0;197000;175000;22000
0.0;187.0;0.0;1;1;0;2;0;250;197000;130000;67000
-6.0;120.0;0.0;0;1;-20;1;1;0;197000;195000;2000
-7.85;94.15;0.0;0;0;0;0;0;0;198000;198000;0
-7.85;80.15;0.0;0;0;7;-2;0;-50;198000;265000;-67000
-5.85;-20.85;0.0;0;2;-12;-1;0;-100;198000;235000;-37000
7.85;-94.15;0.0;0;0;0;0;0;0;198000;198000;0
0.0;-14.0;0.0;0;0;7;-2;0;-50;198000;265000;-67000
-1.0;57.0;-1.0;0;0;5;-2;0;-50;198000;230000;-32000
-1.0;2980.0;0.0;0;-1;-120;0;0;0;198000;175000;23000
-1.0;2794.0;2.0;0;0;-171;0;0;-100;198000;299000;-101000
7.0;2826.0;0.0;0;-2;-90;-1;0;-50;198000;279000;-81000
0.0;0.0;0.0;0;0;0;0;0;0;198000;198000;0
29.0;-136.0;0.0;0;-1;-6;2;0;0;198000;129000;69000
7.0;-3.0;1.0;1;0;-36;2;0;50;198000;320000;-122000
-0.2;-0.2;0.0;0;0;0;0;0;0;198000;178000;20000
-9.0;52.0;-1.0;1;-2;-3;0;0;0;198000;245000;-47000
-9.0;52.0;-1.0;1;-2;-3;0;0;0;198000;245000;-47000
-0.29;-0.29;0.0;0;0;0;0;0;0;198000;198000;0
-2.83;1569.0;1.0;1;-2;0;1;0;100;198000;249500;-51500
6.45;846.0;1.0;0;-2;0;1;-2;0;198000;172000;26000
-0.14;-0.14;0.0;0;0;0;0;0;0;198000;198000;0
0.09;9179.09;1.0;0;-2;-10;0;0;0;198000;135000;63000
0.09;8337.09;0.0;0;-2;-93;1;0;0;198000;145000;53000
0.14;0.14;0.0;0;0;0;0;0;0;198000;198000;0
0.23;9179.23;1.0;0;-2;-10;0;0;0;198000;135000;63000
0.23;8337.23;0.0;0;-2;-93;1;0;0;198000;145000;53000
0.0;0.0;0.0;0;0;0;0;0;0;198000;198000;0
29.0;-136.0;0.0;0;-1;-6;2;0;0;198000;129000;69000
7.0;-3.0;1.0;1;0;-36;2;0;50;198000;320000;-122000
-8.7;-171.0;-0.5;1;-1;-4;4;0;-50;198000;369000;-171000
1.0;-765.0;-0.5;0;-2;-6;2;0;0;198000;220000;-22000
31.0;-185.0;-0.5;1;-1;-2;1;0;0;198000;179000;19000
-8.76;-203.0;-0.5;1;-1;-1;0;0;0;198000;339000;-141000
5.0;224.0;-0.5;1;0;0;0;0;-50;198000;365000;-167000
5.0;224.0;-0.5;1;0;0;0;0;-50;198000;365000;-167000
0.29;0.29;0.0;0;0;0;0;0;0;198000;198000;0
-2.54;1569.29;1.0;1;-2;0;1;0;100;198000;249500;-51500
6.74;846.29;1.0;0;-2;0;1;-2;0;198000;172000;26000
-0.04;-0.04;0.0;0;0;0;0;0;0;199000;199000;0
2.0;197.0;3.0;0;0;-2;-3;0;100;199000;300000;-101000
-9.0;-12.0;2.0;0;1;-18;0;0;100;199000;259000;-60000
0.0;-143.0;1.0;0;-1;-2;0;2;50;199000;329717;-130717
0.0;-191.0;1.0;0;1;-12;-1;0;100;199000;160000;39000
20.0;-55.0;1.0;0;-1;-4;0;0;-100;199000;199000;0
-10.0;-324.0;-2.0;1;0;2;0;-1;-200;199000;195000;4000
-28.0;-213.0;-1.0;1;0;-4;0;-3;-100;199000;220000;-21000
-5.0;182.0;-1.0;1;2;47;1;-3;-100;199000;70000;129000
8.0;43.0;3.0;1;1;7;-1;2;0;199000;425000;-226000
1.0;196.0;2.0;0;0;12;1;2;50;199000;265000;-66000
16.0;1393.0;1.0;0;0;-3;0;0;50;199000;235000;-36000
-12.0;88.0;-0.5;0;0;-1;-1;0;0;199000;350000;-151000
-9.0;76.0;0.0;0;0;7;1;0;50;199000;349000;-150000
11.0;49.0;0.5;0;0;-15;-1;0;0;199000;349000;-150000
-0.75;-38.0;1.0;1;0;7;0;0;0;199000;250000;-51000
1.0;80.0;-1.0;1;0;11;-1;0;0;199000;219000;-20000
-5.0;93.0;0.0;1;1;-1;-1;0;50;199000;269000;-70000
-4.0;17.0;-1.0;1;0;-3;2;0;-100;199000;339000;-140000
3.0;-149.0;1.0;1;1;-13;1;0;0;199000;319000;-120000
-7.0;-35.0;-0.5;1;0;14;2;0;0;199000;398000;-199000
10.0;61.0;0.0;0;-1;-4;-3;0;50;199000;298000;-99000
8.3;53.0;1.0;1;0;-13;-2;0;-150;199000;419000;-220000
0.0;-1040.0;-1.0;0;-1;-2;-3;0;100;199000;395000;-196000
0.15;0.15;0.0;0;0;0;0;0;0;199000;199000;0
-7.43;84.17;0.0;0;0;14;-4;0;50;199000;525000;-326000
10.17;84.17;-3.0;0;0;-71;0;0;50;199000;490000;-291000
-1.58;215.0;-1.0;0;0;-9;1;0;-100;199000;270000;-71000
-5.0;-70.0;-3.0;1;0;10;2;0;-100;199000;350000;-151000
-8.0;0.0;0.0;1;2;-31;-1;0;-50;199000;349000;-150000
10.0;-56.0;0.0;0;1;-3;-1;0;150;199000;245000;-46000
10.0;-56.0;0.0;0;1;-3;-1;0;150;199000;249900;-50900
0.0;-178.0;1.0;0;0;-11;-1;0;-150;199000;249000;-50000
-0.17;-0.17;0.0;0;0;0;0;0;0;199000;199000;0
14.59;40.79;-4.0;0;-2;-3;-1;0;-100;199000;290000;-91000
14.65;40.85;-4.0;0;-2;-3;-1;0;-100;199000;310000;-111000
0.0;0.0;0.0;0;0;0;0;0;0;199000;169000;30000
4.0;-77.0;-1.0;1;0;14;0;0;0;199000;135000;64000
-6.0;-37.0;-1.0;1;0;5;-2;0;-250;199000;230000;-31000
0.0;621.0;0.0;1;0;-11;-1;0;-50;199000;639000;-440000
0.0;621.0;0.0;1;0;-11;-1;0;-50;199000;595000;-396000
2.0;118.0;3.0;0;-1;-49;-1;2;0;199000;325000;-126000
12.0;788.0;-2.0;1;0;24;-1;0;0;199000;210000;-11000
-18.0;654.0;-3.0;1;1;20;0;0;0;199000;229000;-30000
-26.0;779.0;-2.0;1;1;1;-1;2;0;199000;295000;-96000
4.59;22.0;-2.0;0;0;16;0;0;-50;199000;210000;-11000
1.59;-112.0;2.0;0;1;-1;0;0;-150;199000;265000;-66000
12.59;238.0;0.0;0;1;-5;0;0;-50;199000;229000;-30000
5.0;-13.0;1.0;0;0;-25;0;0;-50;199000;185000;14000
5.0;-13.0;1.0;0;0;-25;0;0;-50;199000;185000;14000
-2.0;-141.0;2.0;0;0;-44;1;0;0;199000;265000;-66000
0.0;0.0;0.0;0;0;0;0;0;0;199000;213000;-14000
2.74;-36.0;-1.0;1;0;-78;0;0;0;199000;333000;-134000
-8.69;-299.0;-1.0;1;1;-1;1;0;-50;199000;298000;-99000
16.0;14.0;1.0;0;2;4;3;0;100;199000;175000;24000
-2.0;398.0;1.0;1;0;5;1;0;-100;199000;220000;-21000
0.96;264.96;1.0;0;0;-10;2;0;-150;199000;190000;9000
2.0;-201.0;2.0;1;-2;3;-1;0;0;199000;249000;-50000
10.0;26.0;2.0;0;0;2;-1;0;100;199000;349000;-150000
0.0;-62.0;2.0;0;0;-5;-1;2;50;199000;289000;-90000
0.0;0.0;0.0;0;0;0;0;0;0;199000;245000;-46000
0.0;0.0;0.0;0;0;0;0;0;0;199000;245000;-46000
1.81;134.0;0.0;0;-1;0;1;0;0;199000;299900;-100900
-7.0;-5.0;-1.0;0;-2;1;-2;0;-50;199000;235000;-36000
-11.08;-41.0;0.0;0;0;0;0;0;-150;199000;249000;-50000
2.0;-59.0;-1.0;0;0;0;-1;0;-200;199000;319000;-120000
7.7;11.0;0.0;0;0;-5;-1;0;0;199000;295000;-96000
0.0;51.0;0.0;0;0;-4;-1;-1;0;199000;259000;-60000
-5.0;135.0;0.0;0;0;6;-1;0;-50;199000;289000;-90000
-3.0;-74.0;1.0;0;-1;-2;1;0;-250;199000;210000;-11000
8.81;325.81;2.0;1;1;-4;1;0;0;199000;99000;100000
9.0;326.0;2.0;1;1;-4;1;0;0;199000;99000;100000
2.0;932.0;0.0;0;-1;11;0;0;100;199000;285000;-86000
-8.01;1097.0;0.0;1;1;-1;-1;0;50;199000;365000;-166000
-2.0;468.0;-2.0;0;0;24;0;0;50;199000;247000;-48000
0.04;0.04;0.0;0;0;0;0;0;0;199000;199000;0
2.04;197.04;3.0;0;0;-2;-3;0;100;199000;300000;-101000
-8.96;-11.96;2.0;0;1;-18;0;0;100;199000;259000;-60000
-0.15;-0.15;0.0;0;0;0;0;0;0;199000;199000;0
-7.58;84.02;0.0;0;0;14;-4;0;50;199000;525000;-326000
10.02;84.02;-3.0;0;0;-71;0;0;50;199000;490000;-291000
0.0;0.0;0.0;0;0;0;0;0;0;199000;225000;-26000
-3.0;-117.0;0.0;0;0;-20;-1;0;0;199000;315000;-116000
-9.6;146.0;0.0;0;-1;-67;0;0;0;199000;350000;-151000
5.43;-5.0;-1.0;0;2;7;0;1;50;199000;299000;-100000
-13.07;-30.0;-1.0;1;1;0;0;2;0;199000;310000;-111000
-2.63;70.0;0.0;1;1;4;1;2;-50;199000;380000;-181000
0.0;0.0;0.0;0;0;0;0;0;0;199000;209000;-10000
-2.0;-163.0;0.0;0;-1;2;-1;0;-50;199000;235000;-36000
-2.0;-163.0;0.0;0;-1;2;-1;0;-50;199000;219000;-20000
0.0;0.0;0.0;0;0;0;0;0;0;199000;229500;-30500
0.0;0.0;0.0;0;0;0;0;0;0;199000;229500;-30500
4.0;79.0;-2.0;0;-1;9;0;0;50;199000;385000;-186000
-6.0;2863.0;1.0;0;0;-3;0;0;0;199000;199800;-800
-5.0;2937.0;1.0;0;-1;1;-1;0;0;199000;175000;24000
0.0;3466.0;2.0;0;1;-9;1;0;0;199000;249000;-50000
-3.0;-121.0;0.0;0;-1;12;2;0;100;199000;190000;9000
-3.04;-121.04;0.0;0;-1;12;2;0;100;199000;190000;9000
-9.0;366.0;0.0;0;-1;-5;-2;0;0;199000;249000;-50000
-5.0;94.0;1.0;0;0;-4;2;0;0;199000;249000;-50000
-1.0;232.0;0.0;0;1;-2;1;0;-100;199000;295000;-96000
-1.0;232.0;0.0;0;1;-2;1;0;-100;199000;349000;-150000
0.0;0.0;0.0;0;0;0;0;0;0;199000;249000;-50000
0.0;-282.0;1.0;1;2;-3;-1;0;50;199000;165000;34000
0.0;101.0;-3.0;1;0;-9;-3;0;50;199000;249000;-50000
-2.0;-37.0;-1.0;0;-1;-60;-1;0;-400;199000;415000;-216000
-10.0;665.0;-1.0;0;0;-21;3;-2;-50;199000;174900;24100
5.0;1355.0;-8.0;0;-1;-4;2;1;-250;199000;179000;20000
0.17;0.17;0.0;0;0;0;0;0;0;199000;199000;0
14.76;40.96;-4.0;0;-2;-3;-1;0;-100;199000;290000;-91000
