wohnflaeche;grundstueckflaeche;zimmer;category;basement;year;efficiency_rating;condition;floors;terrace;type;price;id;plz;street;city;district;kontextlabel;kontextWert
260;2003;6;einfamilienhaus;1.19;1920;2.8;1.2;1.9;Terasse;Massivhaus;74650;22650929;27628;Straße nicht freigegeben;Sandstedt;;1;2800
174;1760;6.3;einfamilienhaus;1.19;1975;2.8;1.2;1.9;Terasse;Massivhaus;440000;43880502;27628;Straße nicht freigegeben;HagenimBremischen;;1;2800
174;800;5;einfamilienhaus;0;2016;2.8;1.2;2;Terrasse. Garten ;Massivhaus;440000;16627745;27628;Straße nicht freigegeben;HagenimBremischen;;1;2800
174;800;6.3;einfamilienhaus;1.19;2016;2.8;1.2;1.9;Terasse;Massivhaus;440000;14927385;27628;Straße nicht freigegeben;Hagen;;1;2800
197.5;2003;6.3;einfamilienhaus;1.19;1975;2.8;1.2;1.9;Terasse;Massivhaus;74650;53205462;27628;Straße nicht freigegeben;HageniBr;Sandstedt;1;2800
174;800;5;einfamilienhaus;1.19;1975;2.8;1.2;1.9;Terasse;Massivhaus;440000;70936310;27628;Straße nicht freigegeben;HagenimBremischen;;1;2800
180;1000;7;mehrfamilienhaus;1.19;1979;2;1.2;1;Terrasse. Garten. Balkon ;Massivhaus;480000;32452435;27628;Straße nicht freigegeben;HagenimBremischen;Bramstedt;1;2800
179.4;370;7;doppelhaushälfte;1.19;1998;5;1;1.9;Terrasse. Garten. Balkon ;Massivhaus;369000;12949912;27367;Straße nicht freigegeben;Ahausen; Eversen;2;2650
180.84;709;7;einfamilienhaus;1;1952;5;0;1.9;Terasse;Massivhaus;489000;57668327;27367;Straße nicht freigegeben;Sottrum;;2;2650
443;656;14;mehrfamilienhaus;1.19;1975;2.8;1.2;1.9;Terasse;Massivhaus;438000;66268286;27367;Straße nicht freigegeben;Reeßum;Taaken;2;2650
224;1250;7;einfamilienhaus;0;1999;4;1.2;1.9;Terrasse. Garten. Gartenanteil ;Massivhaus;749000;80987387;27367;Straße nicht freigegeben;Hellwege;;2;2650
86;1250;3;einfamilienhaus;1;1969;0;1.2;1.9;Terasse;Massivhaus;210000;26553628;27367;Straße nicht freigegeben;Bötersen;;2;2650
90;1533;4;einfamilienhaus;1.19;1975;2.8;1.2;1.9;Terasse;Massivhaus;172000;85498856;27367;Straße nicht freigegeben;Reeßum;Clüversborstel;2;2650
41.03;1228;3;einfamilienhaus;1.19;1910;2.8;3;2;Balkon ;Massivhaus;128000;46766637;21782;Straße nicht freigegeben;Bülkau;;0;1700
150;666;5;einfamilienhaus;1;1960;0;2;3;Terrasse. Garten. Balkon ;Massivhaus;405000;19639522;27711;Straße nicht freigegeben;OsterholzScharmbeck;Innenstadt;6;2600
72;233;3;einfamilienhaus;1;1959;2.8;1.2;1.9;Terrasse ;Massivhaus;249000;33146970;27711;Straße nicht freigegeben;OsterholzScharmbeck;Innenstadt;6;2600
217;785;8;mehrfamilienhaus;1.19;1935;1;1;1.9;Terasse;Massivhaus;420000;59658701;27711;Straße nicht freigegeben;OsterholzScharmbeck;Innenstadt;6;2600
180;800;7.5;einfamilienhaus;1.19;1997;2.8;1.2;2;Terrasse. Garten ;Massivhaus;480000;25535835;27711;Straße nicht freigegeben;OsterholzScharmbeck;Pennigbüttel;6;2600
143.63;359;5;einfamilienhaus;2;1981;2.8;1;1.9;Terasse;Massivhaus;369000;41026329;27711;Straße nicht freigegeben;OsterholzScharmbeck;Innenstadt;6;2600
285;2500;8;einfamilienhaus;2;1984;6;1;1.9;Terrasse. Balkon ;Massivhaus;869000;28268538;27711;Straße nicht freigegeben;OsterholzScharmbeck;Garlstedt;6;2600
110;341;4;doppelhaushälfte;1;1959;2.8;1;1;Terrasse. Garten ;Massivhaus;320000;56788023;27711;Straße nicht freigegeben;OsterholzScharmbeck;Innenstadt;6;2600
124.65;506;4;einfamilienhaus;1.19;1978;2;1;1.9;Terrasse. Balkon ;Massivhaus;399900;43028674;27711;Straße nicht freigegeben;OsterholzScharmbeck;Scharmbeckstotel;6;2600
210;1000;8;einfamilienhaus;1.19;2001;5;1;1.9;Terasse;Minergie zertifiziert;675000;40078511;27711;Straße nicht freigegeben;OsterholzScharmbeck;Heilshorn;6;2600
270;1125;9;mehrfamilienhaus;1;1975;2.8;1;1.9;Terrasse. Balkon ;Massivhaus;798000;31042388;27711;Straße nicht freigegeben;OsterholzScharmbeck;Innenstadt;6;2600
98;1760;3.5;einfamilienhaus;2;1975;2.8;1;1.9;Terasse;Massivhaus;299000;78550094;27711;Straße nicht freigegeben;OsterholzScharmbeck;Innenstadt;6;2600
208;924;7;einfamilienhaus;1;1934;1;3;1.9;Terrasse. Garten. Balkon ;Massivhaus;279000;30582373;49176;Straße nicht freigegeben;Hilter;Borgloh;2;2300
100;278;4;einfamilienhaus;2;1995;2.8;3;1.9;Terrasse ;Massivhaus;339000;88920338;49176;Straße nicht freigegeben;HilteramTeutoburgerWald;;2;2300
115;900;4;doppelhaushälfte;1.19;1975;2.8;1.2;1.9;Terasse;Massivhaus;162000;46508975;31228;Straße nicht freigegeben;Peine;Eixe;10;2200
115;900;6.3;einfamilienhaus;2;1930;2.8;1.2;1.9;Terasse;Massivhaus;162000;17650927;31228;Straße nicht freigegeben;Peine;Telgte;10;2200
440;2000;12;mehrfamilienhaus;1;1870;2.8;0;1.9;Terrasse ;Massivhaus;320000;66066286;38707;Hüttenstraße 51;Altenau;;9;2350
220;797;11;mehrfamilienhaus;2;1870;4;1;1.9;Garten. Balkon ;Massivhaus;279000;18908666;38707;Straße nicht freigegeben;Altenau;;9;2350
131;496;5;einfamilienhaus;1;1952;5;1;1.9;Terrasse. Garten ;Massivhaus;269000;49732098;38707;Straße nicht freigegeben;Altenau;;9;2350
200;1042;9;einfamilienhaus;1.19;1985;3;1;1.9;Balkon ;Massivhaus;699000;62350620;48488;Straße nicht freigegeben;Emsbüren;;6;2300
153.17;1028;5;einfamilienhaus;0;1978;2.8;1.2;1.9;Terrasse ;Massivhaus;359000;24375547;21401;Straße nicht freigegeben;Thomasburg;Bavendorf;2;3300
438;2065;8;mehrfamilienhaus;1.19;1995;2.8;1.2;2;Terasse;Massivhaus;800000;86173322;21401;Straße nicht freigegeben;Thomasburg;Radenbeck;2;3300
113;1480;4;einfamilienhaus;1.19;1980;3;1;1.9;Terrasse ;Massivhaus;359000;28826567;21401;Straße nicht freigegeben;ThomasburgWennekath;;2;3300
130;1616;4;einfamilienhaus;2;1905;0;1.2;1.9;Terrasse ;Massivhaus;349000;41422124;21401;Straße nicht freigegeben;Thomasburg;;2;3300
310;2788;9;einfamilienhaus;2;1998;2.8;1.2;1.9;Terrasse. Balkon. Wintergarten ;Massivhaus;495000;78383834;21401;Straße nicht freigegeben;Thomasburg;Wennekath;2;3300
105;923;3.5;bungalow;0;1994;5;1;1;Terrasse. Garten. Wintergarten ;Massivhaus;451000;82378803;21401;Straße nicht freigegeben;Thomasburg;;2;3300
195.22;1761.22;8;einfamilienhaus;2;1912;3;3;1.9;Terasse;Massivhaus;380000;44176285;21644;Straße nicht freigegeben;Sauensiek;Revenahe;2;3600
118.66;337;5;doppelhaushälfte;1.19;2008;6;1;1.9;Terrasse ;Massivhaus;399000;24539990;28816;Straße nicht freigegeben;Stuhr;Seckenhausen;11;3000
198;969;5;mehrfamilienhaus;1.19;1973;2.8;1;1.9;Terrasse ;Massivhaus;459000;75683526;28816;Straße nicht freigegeben;StuhrSeckenhausen;;11;3000
120;204;4;einfamilienhaus;0;1986;3;1;1.9;Terrasse. Garten ;Massivhaus;349000;81339635;28816;Straße nicht freigegeben;Stuhr;;11;3000
171;1975;6;einfamilienhaus;2;1984;6;1.2;2;Terrasse. Garten ;Massivhaus;549000;28988451;28816;Straße nicht freigegeben;Stuhr;Seckenhausen;11;3000
185;1572;6;einfamilienhaus;0;1938;3;3;1.9;Terrasse. Garten ;Massivhaus;470000;81673641;28816;Straße nicht freigegeben;Stuhr;Moordeich;11;3000
113;168;5;einfamilienhaus;2;1970;1;1.2;1.9;Terrasse ;Massivhaus;259000;65298683;28816;Straße nicht freigegeben;Stuhr;Brinkum;11;3000
162;799;6.5;einfamilienhaus;0;2018;8;1.2;1;Terasse;Massivhaus;642000;62261156;28816;Straße nicht freigegeben;Stuhr;;11;3000
170;1909;6;einfamilienhaus;2;1965;2.8;3;1.9;Terrasse. Balkon ;Massivhaus;430000;96365073;28816;Straße nicht freigegeben;Stuhr;Heiligenrode;11;3000
220;6269;9;einfamilienhaus;2;1896;1;1.2;1.9;Terasse;Massivhaus;845000;90869318;28816;Straße nicht freigegeben;Stuhr;Groß Mackenstedt;11;3000
115;217;3;einfamilienhaus;0;2000;4;1;1.9;Terrasse ;Massivhaus;415000;46714644;28816;Straße nicht freigegeben;Stuhr;Moordeich;11;3000
271;925;9;mehrfamilienhaus;1.19;1935;2;1.2;1.9;Terrasse ;Massivhaus;490000;55061024;28816;Straße nicht freigegeben;StuhrBrinkum;;11;3000
138;630;5;einfamilienhaus;1.19;2004;6;1;1.9;Terrasse ;Massivhaus;480000;75953479;28816;Straße nicht freigegeben;StuhrMoordeich;;11;3000
197.5;1242;6.3;einfamilienhaus;0;1994;2.8;1;1.9;Terasse;Massivhaus;1049000;95827662;28816;Straße nicht freigegeben;Stuhr;Groß Mackenstedt;11;3000
220;3734;6.3;mehrfamilienhaus;1.19;1910;0;1.2;1.9;Terasse;Massivhaus;375000;20999829;28816;Straße nicht freigegeben;Stuhr;Heiligenrode;11;3000
128;215;5;doppelhaushälfte;0;2022;7;1.2;2;Terrasse. Garten ;Massivhaus;494000;12249991;28816;Straße nicht freigegeben;Stuhr;Groß Mackenstedt;11;3000
140;230;3.5;doppelhaushälfte;1.19;1993;4;1;1.9;Terrasse. Garten ;Massivhaus;375000;24236258;28816;Straße nicht freigegeben;Stuhr;Seckenhausen;11;3000
250;950;6;einfamilienhaus;1;1975;2.8;3;2;Terrasse. Garten ;Massivhaus;790000;62304442;28816;Straße nicht freigegeben;Stuhr;Moordeich;11;3000
390;2000;12;villa;1;1969;2.8;0;1.9;Terrasse ;Massivhaus;1200000;25181941;28816;Straße nicht freigegeben;Stuhr;Seckenhausen;11;3000
175;421;7;mehrfamilienhaus;0;1991;5;1;1.9;Terrasse. Garten ;Massivhaus;459000;57014828;28816;Straße nicht freigegeben;Stuhr;Brinkum;11;3000
126;1500;6.3;einfamilienhaus;1.19;2022;2.8;1.2;1;Terasse;KfW 55;297800;50291675;28816;Straße nicht freigegeben;Stuhr;Seckenhausen;11;3000
123;660;4;einfamilienhaus;1.19;1973;2;1.2;1.9;Garten. Balkon ;Massivhaus;447000;55997967;28816;Straße nicht freigegeben;Stuhr;Groß Mackenstedt;11;3000
178;575;7;doppelhaushälfte;0;1973;3;1;1.9;Terrasse ;Massivhaus;385000;50493584;28816;Straße nicht freigegeben;Stuhr;Moordeich;11;3000
135;380;5;einfamilienhaus;1.19;1970;2;1.2;1.9;Terrasse ;Massivhaus;325000;33134058;28816;Straße nicht freigegeben;StuhrMoordeich;;11;3000
149;1087;4;bungalow;2;1969;1;1;1.9;Terrasse. Garten ;Massivhaus;398000;28494075;28816;Straße nicht freigegeben;Stuhr;Groß Mackenstedt;11;3000
109;146;3;einfamilienhaus;2;1970;3;1.2;1.9;Terrasse. Garten. Balkon ;Massivhaus;275000;15606775;28816;Straße nicht freigegeben;Stuhr;Brinkum;11;3000
201.12;6266;6;einfamilienhaus;2;2019;3;3;1.9;Terasse;Massivhaus;459000;53025399;28816;Straße nicht freigegeben;Stuhr;Seckenhausen;11;3000
106;202;4;einfamilienhaus;0;1980;5;1;1.9;Terrasse ;Massivhaus;309000;34322732;28816;Straße nicht freigegeben;Stuhr;Groß Mackenstedt;11;3000
130.2;300;5;doppelhaushälfte;1.19;2003;5;1;1.9;Terasse;Massivhaus;409000;83622985;28816;Straße nicht freigegeben;Stuhr;Brinkum;11;3000
136.95;315;4;einfamilienhaus;1;1990;2.8;1.2;1.9;Terrasse ;Massivhaus;369000;24276595;28816;Straße nicht freigegeben;Stuhr;;11;3000
177;503;6;einfamilienhaus;1.19;1970;2;1.2;1.9;Terrasse ;Massivhaus;335000;49746554;28816;Straße nicht freigegeben;StuhrMoordeich;;11;3000
150;1212;5;bungalow;1;1973;0;1;1.9;Terrasse. Garten ;Massivhaus;449000;11924593;28816;Straße nicht freigegeben;Stuhr;;11;3000
245.55;787;6;bungalow;2;1980;3;1.2;1.9;Terrasse ;Massivhaus;549000;68457079;28816;Straße nicht freigegeben;StuhrHeiligenrode;;11;3000
179;670;6;einfamilienhaus;1.19;2000;6;1;1.9;Terrasse. Garten ;Massivhaus;648000;63340043;28816;Straße nicht freigegeben;Stuhr;Heiligenrode;11;3000
190;732;6;mehrfamilienhaus;1.19;1974;1;1;1.9;Terrasse. Garten. Loggia ;Massivhaus;489000;70252494;28816;Straße nicht freigegeben;Stuhr;Varrel;11;3000
300;1000;11;villa;1.19;2005;2.8;1.2;1.9;Terrasse. Garten ;Massivhaus;970000;66542994;49448;Straße nicht freigegeben;Lemförde;;1;1750
186;2114;7;einfamilienhaus;1;1923;0;1;1.9;Terrasse ;Massivhaus;259000;59911931;49448;Straße nicht freigegeben;Hüde;;1;1750
200;1081;7;einfamilienhaus;0;1920;1;1.2;1.9;Terrasse. Garten. Balkon ;Massivhaus;448000;69647028;49448;Straße nicht freigegeben;Marl;;1;1750
570;4604;19;mehrfamilienhaus;1.19;1975;2.8;1.2;1.9;Terasse;Massivhaus;265000;52417838;26197;Straße nicht freigegeben;Großenkneten;Ahlhorn;2;2850
125.24;892.24;5;einfamilienhaus;2;1980;3;1;1.9;Terasse;Massivhaus;289000;25977248;26197;Straße nicht freigegeben;Großenkneten;Huntlosen;2;2850
137.19;865;6;einfamilienhaus;1;1956;0;3;1.9;Terasse;Massivhaus;269000;88034185;26197;Straße nicht freigegeben;Großenkneten;Huntlosen;2;2850
104.47;602;5;einfamilienhaus;1.19;2002;4;1.2;1.9;Terrasse ;Massivhaus;255000;56560600;26197;Straße nicht freigegeben;GroßenknetenAhlhorn;;2;2850
160;1128;9;einfamilienhaus;1.19;1992;0;1.2;1.9;Terrasse ;Massivhaus;240000;71227798;26197;Straße nicht freigegeben;GroßenknetenAhlhorn;;2;2850
135;653;5;einfamilienhaus;1.19;2001;4;1.2;1.9;Terrasse ;Massivhaus;375000;76289666;26197;Straße nicht freigegeben;Großenkneten;Huntlosen;2;2850
400;70000;7;einfamilienhaus;1.19;1975;2.8;1.2;1.9;Terrasse. Garten ;Massivhaus;1150000;17346521;26197;Straße nicht freigegeben;Großenkneten;;2;2850
110;627;5;einfamilienhaus;1.19;1975;2.8;1.2;1.9;Terasse;Massivhaus;322730;14350244;30926;Holunder Weg;Seelze;;11;3100
112;1760;4;einfamilienhaus;1.19;1975;2.8;1.2;1.9;Terasse;Massivhaus;236180;39491939;30926;Holunder Weg;Seelze;;11;3100
274.5;1500;5;einfamilienhaus;1.19;1980;2;1.2;1.9;Terrasse. Balkon ;Massivhaus;950000;94379349;30926;Straße nicht freigegeben;SeelzeLohnde;;11;3100
127;1760;5;bungalow;1.19;1975;2.8;1.2;1.9;Terasse;Massivhaus;275490;40974378;30926;Holunder Weg;Seelze;;11;3100
210;700;8;mehrfamilienhaus;2;1982;3;1.2;1.9;Garten. Balkon ;Massivhaus;779000;28514367;30926;Straße nicht freigegeben;Seelze;Lohnde;11;3100
112;177;4;einfamilienhaus;0;2006;5;1;1.9;Terrasse. Garten ;Massivhaus;349000;91311520;30926;Straße nicht freigegeben;Seelze;Almhorst;11;3100
200.51;801;7;mehrfamilienhaus;2;1939;0;1.2;1.9;Terrasse. Garten ;Massivhaus;259000;88880058;38259;Straße nicht freigegeben;Salzgitter;Bad;10;2100
121;1348;5;einfamilienhaus;2;1975;2.8;1.2;1.9;Terrasse. Garten. Balkon ;Massivhaus;380000;83929794;38259;Straße nicht freigegeben;Salzgitter;Lobmachtersen;10;2100
197.5;1713;6.3;mehrfamilienhaus;1.19;1975;2.8;1.2;1.9;Terasse;Massivhaus;380000;79099007;37115;Straße nicht freigegeben;Duderstadt;;5;1500
128;389;6.3;einfamilienhaus;2;1955;2.8;1.2;1.9;Terasse;Massivhaus;36000;41517852;37115;Straße nicht freigegeben;Duderstadt;Mingerode;5;1500
150;765;5;einfamilienhaus;2;1937;2.8;1;1.9;Terrasse. Garten. Gartenmitbenutzung ;Massivhaus;224900;40474240;37115;Straße nicht freigegeben;DuderstadtNiedersachs;Langenhagen;5;1500
242.28;220.28;8;mehrfamilienhaus;0;1900;2.8;1;1.9;Balkon ;Massivhaus;298000;46962681;37115;Straße nicht freigegeben;Duderstadt;;5;1500
197.5;506;6.3;einfamilienhaus;1.19;1939;2.8;1.2;1.9;Terasse;Massivhaus;39300;64256864;37115;Straße nicht freigegeben;Duderstadt;Gerblingerode;5;1500
242;506;10;mehrfamilienhaus;0;1930;2.8;1.2;1.9;Terasse;Massivhaus;51000;56444224;37115;Straße nicht freigegeben;Duderstadt;Gerblingerode;5;1500
117;741;4;einfamilienhaus;1.19;1954;0;3;1.9;Terrasse ;Massivhaus;79000;45601115;37115;Straße nicht freigegeben;Duderstadt;Fuhrbach;5;1500
128;389;4;mehrfamilienhaus;1.19;1975;2.8;1.2;1.9;Terasse;Massivhaus;36000;49895304;37115;Straße nicht freigegeben;Duderstadt;Mingerode;5;1500
165;1111;5;einfamilienhaus;0;2006;5;1.2;1.9;Terrasse. Garten ;Massivhaus;549000;26736893;26736;Straße nicht freigegeben;Krummhörn;Pewsum;1;2000
323.61;1212;11;villa;1;1794;2.8;1.2;1.9;Terrasse. Garten ;Massivhaus;1490000;76858232;26736;Straße nicht freigegeben;Krummhörn;Greetsiel;1;2000
140;737;6;einfamilienhaus;1.19;2015;2;3;1.9;Terrasse ;Massivhaus;145000;79602452;26736;Straße nicht freigegeben;Krummhörn;Pewsum;1;2000
140;735;5;einfamilienhaus;1.19;1998;2.8;1;1.9;Terasse;Massivhaus;478000;68279550;26736;Straße nicht freigegeben;Krummhörn;Greetsiel;1;2000
371;737;8;einfamilienhaus;1;1792;2.8;1.2;1.9;Terrasse. Garten ;Massivhaus;698000;17327437;26736;Straße nicht freigegeben;Krummhörn;Loquard;1;2000
140;891;6;einfamilienhaus;1;1957;2;1;1.9;Terrasse. Garten ;Massivhaus;250000;12410060;26736;Straße nicht freigegeben;Krummhörn;Pewsum;1;2000
115;838;5;einfamilienhaus;1;1968;1;1;1.9;Terrasse. Garten ;Massivhaus;239000;22503474;26736;Straße nicht freigegeben;Krummhörn;Pewsum;1;2000
138;682;5;einfamilienhaus;0;1992;3;1.2;2;Terrasse. Garten ;Massivhaus;425000;57492207;26736;Straße nicht freigegeben;Krummhörn;Pewsum;1;2000
135.72;720;5;einfamilienhaus;1;1972;1;1;1.9;Terrasse. Garten. Loggia ;Massivhaus;259000;25874643;26736;Straße nicht freigegeben;Krummhörn;Pewsum;1;2000
176;1250;7;einfamilienhaus;1.19;1955;2;1.2;1.9;Terasse;Massivhaus;369500;39551164;26736;Straße nicht freigegeben;Rysum;;1;2000
200;18000;4;einfamilienhaus;1.19;1965;2.8;1;1.9;Terasse;Massivhaus;425000;90631123;26736;Straße nicht freigegeben;Krummhörn;Freepsum;1;2000
156;700;5;einfamilienhaus;2;2006;8;1.2;1.9;Terrasse ;Massivhaus;920000;94370713;38122;Straße nicht freigegeben;BraunschweigBroitzem;;11;3250
390;1250;17;mehrfamilienhaus;1;1844;5;1.2;1.9;Terrasse ;Massivhaus;549000;78039210;38162;Straße nicht freigegeben;CremlingenHordorf;;6;1850
226;866;11;mehrfamilienhaus;2;1962;2.8;1.2;1.9;Terasse;Massivhaus;475000;41811696;38162;Straße nicht freigegeben;Cremlingen;Klein Schöppenstedt;6;1850
122;656;4;bungalow;1.19;2014;4;1.2;1.9;Terrasse. Garten ;Massivhaus;365000;34416880;26810;Straße nicht freigegeben;Westoverledingen;Ihrenerfeld;5;2050
177;959;7;mehrfamilienhaus;1.19;1962;2.8;1;1.9;Terrasse ;Massivhaus;239000;74328954;26810;Straße nicht freigegeben;Westoverledingen;Steenfelde;5;2050
148;800;5;einfamilienhaus;1.19;1971;4;1;1.9;Terasse;Massivhaus;249500;30172949;26810;Straße nicht freigegeben;Westoverledingen;Völlenerfehn;5;2050
92;1359;4;einfamilienhaus;0;1991;1;1;1.9;Terrasse ;Massivhaus;279000;58256959;26810;Straße nicht freigegeben;Westoverledingen;Flachsmeer;5;2050
168;488;6;doppelhaushälfte;1.19;1975;2.8;1.2;1.9;Terrasse. Garten. Balkon ;Massivhaus;299900;13905653;26810;Straße nicht freigegeben;Westoverledingen;Völlenerkönigsfehn;5;2050
652.97;3615;7;einfamilienhaus;1.19;2016;2.8;1.2;1.9;Terasse;Massivhaus;1100000;59693625;26810;Straße nicht freigegeben;Westoverledingen;Ihren;5;2050
467;732;12;mehrfamilienhaus;1.19;1990;1;1;1.9;Terasse;Massivhaus;450000;12152921;26810;Straße nicht freigegeben;Westoverledingen;Völlenerfehn;5;2050
400;6109;7;einfamilienhaus;1.19;1993;2.8;1.2;1.9;Terasse;Massivhaus;699000;69487708;26810;Straße nicht freigegeben;WestoverledingenSteenfelde;;5;2050
110;1296;5;bungalow;1;1975;2.8;1.2;1.9;Terrasse. Garten ;Massivhaus;219000;14904538;26810;Straße nicht freigegeben;Westoverledingen;Ihren;5;2050
148;800;5;einfamilienhaus;1.19;1971;4;1;1.9;Terasse;Massivhaus;249500;26930185;26810;Straße nicht freigegeben;Westoverledingen;Völlenerfehn;5;2050
205;640;6.3;mehrfamilienhaus;2;1959;2.8;1;2;Balkon ;Massivhaus;385000;48080514;29574;Straße nicht freigegeben;Ebstorf;;5;1950
247;1427;9;villa;2;1969;2.8;1.2;2;Garten. Terrasse ;Massivhaus;540000;85557111;29574;Straße nicht freigegeben;Ebstorf;;5;1950
159.85;761;6;einfamilienhaus;1.19;1968;2.8;1.2;1.9;Terasse;Massivhaus;298000;41937483;29574;Straße nicht freigegeben;Ebstorf;;5;1950
90;518;3;doppelhaushälfte;1.19;2013;6;1.2;1.9;Terasse;Massivhaus;315000;35774069;29553;Straße nicht freigegeben;Bienenbüttel;Varendorf;1;2900
124;1760;4;einfamilienhaus;1.19;1975;2.8;1.2;1.9;Terasse;Massivhaus;234260;66074760;31224;Im Westerfelde;Peine;Woltorf;10;2300
70;2485;3;einfamilienhaus;1.19;1975;2.8;1.2;1.9;Terasse;Massivhaus;268000;99643702;31224;Straße nicht freigegeben;Peine;Kernstadt Nord;10;2300
202;888;5;einfamilienhaus;0;2004;2.8;1.2;1.9;Terrasse ;Massivhaus;590000;84708941;31224;Straße nicht freigegeben;Peine;Essinghausen;10;2300
140;590;5;einfamilienhaus;1;1956;4;1.2;2;Terrasse. Garten ;Massivhaus;435000;97658586;31224;Straße nicht freigegeben;Peine;Kernstadt Nord;10;2300
124.07;319.07;4;doppelhaushälfte;0;1999;4;1;1.9;Terrasse. Garten ;Massivhaus;349000;48743475;31224;Straße nicht freigegeben;Peine;Woltorf;10;2300
70;2485;4;einfamilienhaus;2;1950;2.8;1.2;1.9;Terasse;Massivhaus;268000;21391043;31224;Straße nicht freigegeben;Peine;Kernstadt Nord;10;2300
227;357;6;einfamilienhaus;0;1890;4;1;1.9;Terasse;Massivhaus;485000;35592372;31224;Straße nicht freigegeben;Peine;Kernstadt Nord;10;2300
138;2200;5;mehrfamilienhaus;1;1906;2.8;1.2;2;Terasse;Massivhaus;175000;37348407;29462;Straße nicht freigegeben;Wustrow;Blütlingen;0;1300
116;320;5;doppelhaushälfte;1.19;2019;7;1.2;1.9;Terrasse ;Massivhaus;499000;65667378;38471;Straße nicht freigegeben;Rühen;;1;2450
107.99;200;3;einfamilienhaus;1.19;1969;4;0;1.9;Terasse;Massivhaus;260000;48264439;38471;Straße nicht freigegeben;Rühen;;1;2450
90.57;250.5;3;einfamilienhaus;1.19;1969;4;0;1.9;Terasse;Massivhaus;250000;80563666;38471;Straße nicht freigegeben;Rühen;;1;2450
126.32;778;4;einfamilienhaus;2;1978;3;1;1.9;Terrasse. Garten ;Massivhaus;350000;50762746;38471;Straße nicht freigegeben;Rühen;Eischott;1;2450
256;611;7;einfamilienhaus;1.19;2013;2.8;1.2;2;Terasse;Massivhaus;695000;77045691;38471;Straße nicht freigegeben;Rühen;;1;2450
101.51;1180;4;einfamilienhaus;2;1993;4;1.2;1.9;Terrasse. Garten ;Massivhaus;225000;95325763;37154;Straße nicht freigegeben;Northeim;Edesheim;6;1800
68;507;4;einfamilienhaus;0;1900;0;1;1.9;Terrasse ;Massivhaus;79000;65222837;37154;Straße nicht freigegeben;NortheimStöckheim;;6;1800
130;700;4;einfamilienhaus;0;1960;2;1;1.9;Terrasse. Garten. Balkon ;Massivhaus;299000;33632093;37154;Straße nicht freigegeben;Northeim;;6;1800
475;192;15;mehrfamilienhaus;2;1900;2.8;3;1.9;Balkon ;Massivhaus;340000;17624784;37154;Straße nicht freigegeben;Northeim;;6;1800
255;310;12;mehrfamilienhaus;2;1905;2.8;1.2;1.9;Terasse;Massivhaus;470000;75342034;37154;Straße nicht freigegeben;Northeim;;6;1800
170;174;8;einfamilienhaus;1.19;1975;2.8;1;1.9;Terrasse. Balkon ;Massivhaus;210000;61710115;37154;Straße nicht freigegeben;Northeim;;6;1800
490;1900;7;einfamilienhaus;2;1850;2.8;3;1.9;Terrasse ;Massivhaus;449000;43383177;38170;Straße nicht freigegeben;Schöppenstedt;Eitzum;1;1150
1700;3500;17;einfamilienhaus;1.19;1750;2.8;1;1.9;Terasse;Massivhaus;990000;59602322;38170;Straße nicht freigegeben;Schöppenstedt;Eitzum;1;1150
252;600;8;bungalow;1.19;1974;2.8;3;1.9;Terrasse ;Massivhaus;269000;48265249;38170;Straße nicht freigegeben;Schöppenstedt;Eitzum;1;1150
500;1000;7;einfamilienhaus;1.19;1995;2.8;3;1.9;Terrasse ;Massivhaus;499000;44606162;38170;Straße nicht freigegeben;Schöppenstedt;Eitzum;1;1150
101;141;4;doppelhaushälfte;1.19;1975;2.8;1.2;1.9;Terasse;Massivhaus;56000;28767032;38170;Straße nicht freigegeben;Uehrde;Warle;1;1150
101;141;4;einfamilienhaus;1.19;1975;2.8;1.2;1.9;Terasse;Massivhaus;56000;30631289;38170;Straße nicht freigegeben;Uehrde;Warle;1;1150
170;997;5;einfamilienhaus;1.19;1986;2;1;1.9;Terrasse ;Massivhaus;325000;63027074;26871;Straße nicht freigegeben;Papenburg;;9;2300
272.16;850;12;mehrfamilienhaus;1.19;2022;7;1.2;1.9;Terrasse. Garten ;Massivhaus;799000;91371917;26871;Straße nicht freigegeben;Papenburg;;9;2300
211.45;816;5;einfamilienhaus;1.19;2015;6;1.2;1.9;Terrasse. Garten. Wintergarten ;Massivhaus;789000;61755270;26871;Straße nicht freigegeben;Papenburg;Aschendorf;9;2300
272.15;854.15;7;einfamilienhaus;0;1996;5;1;1.9;Terrasse. Garten ;Massivhaus;499000;45824004;26871;Straße nicht freigegeben;Papenburg;Aschendorf;9;2300
170;2500;6;mehrfamilienhaus;1.19;1975;2.8;1.2;2;Terrasse. Garten ;Massivhaus;419000;16387859;26871;Straße nicht freigegeben;Papenburg;;9;2300
116.27;816;5;einfamilienhaus;1.19;1979;2.8;1;1.9;Terrasse. Balkon ;Massivhaus;323500;89692315;26871;Straße nicht freigegeben;Papenburg;;9;2300
960;55000;14;einfamilienhaus;1.19;1984;2.8;1;1.9;Balkon ;Massivhaus;989000;14513963;26871;Straße nicht freigegeben;AschendorfStadtPapenburg;;9;2300
182;736;5;einfamilienhaus;0;2019;2.8;1.2;1.9;Terrasse ;Massivhaus;565000;48669862;26871;Straße nicht freigegeben;Papenburg;;9;2300
